voter,choice,vp
0x005f97A2ef92965af36eE51F57e506Fb007c97ab,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",1.000000000000000000000000000000
0x005FE5Cb741FB30da950c309507E89eA6A8eeEd5,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",1.000000000000000000000000000000
0x0064F043786e8c597d6565FCBF4F0989Bdd0F9A3,"[9, 5, 8, 7, 3, 1, 6, 2, 4]",100.000000000000000000000000000000
0x00688f031a81140af200b390E14F0330c95bD9A7,"[4, 3, 5, 6, 7, 8, 2, 9, 1]",1.000000000000000000000000000000
0x007b24a3095E079A1a833316e7bD1c70619c6005,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",1.000000000000000000000000000000
0x007De57773B6EB4ebbf6A740dFdE1EfDd5629630,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",100.000000000000000000000000000000
0x0084097e1DdEE3AeA0C6FBC8d381577aB6A5f0b0,"[5, 2, 4, 7, 1, 8, 3, 9, 6]",1.000000000000000000000000000000
0x00843213a104A752Ec360108688979e378204137,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",100.000000000000000000000000000000
0x008993E6D85Dc421D2D62d3CAbCFf12661A37891,"[2, 1, 4, 3, 5, 6, 7, 8, 9]",100.000000000000000000000000000000
0x008Af1Daf34b9c2cC79004e7d5dF22E00fFEcb7E,"[9, 3, 1, 8, 2, 4, 5, 6, 7]",1.000000000000000000000000000000
0x008Fa7EC9B24322e2Ce6ED8E7E3c3085D9a07178,"[2, 8, 3, 1, 5, 7, 9, 4, 6]",1.000000000000000000000000000000
0x00967fbB79220EE3b17Cc46fA85d49816E12bBfd,"[6, 5, 7, 8, 3, 4, 9, 2, 1]",1.000000000000000000000000000000
0x009Fe5D253db4374F61eaFb43ccD977e332F0C91,"[2, 5, 7, 9, 6, 3, 1, 4, 8]",1.000000000000000000000000000000
0x00A63087446564108E0DF27F5c26bbfa886B98CD,"[1, 9, 5, 4, 2, 3, 8, 7, 6]",100.000000000000000000000000000000
0x00a73C4E596BEC4c4068A9152da71E45480b5450,"[8, 5, 3, 1, 4, 7, 9, 2, 6]",100.000000000000000000000000000000
0x00ad277243d82dd1b6cb9A03D2183B26F25a6Bf3,"[1, 2, 7, 8, 9, 3, 4, 6, 5]",1.000000000000000000000000000000
0x00ad3D4cC099Be937879451698C673CBD5C3CEfc,"[1, 7, 3, 2, 4, 5, 6, 8, 9]",100.000000000000000000000000000000
0x00af3342F8A3dC073aD1D06Faba93Bec3c72199C,"[8, 9, 6, 7, 4, 5, 1, 2, 3]",100.000000000000000000000000000000
0x00B0A8d13A9be0940E5F5CE52EF2816b57a473B4,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",1.000000000000000000000000000000
0x00b0c51b30914AABA044b0Fad4F6f7Aa4Ac2683a,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",1.000000000000000000000000000000
0x00b6d3DC1F476456d012e18cEEBEefb48cF54022,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",2.000000000000000000000000000000
0x00B7C84DbBD871A8eb209138174D1ef378F015a0,"[4, 1, 3, 2, 5, 6, 7, 8, 9]",1.000000000000000000000000000000
0x00B9fde37d5846F86677B8F8769a7d70F109c05E,"[1, 9, 5, 7, 3, 8, 4, 6, 2]",1.000000000000000000000000000000
0x00bA3dd8CEB9931ee5bef9EBb9A6997a1D58a3D2,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",1.000000000000000000000000000000
0x00beD1ea567d06D48e172bA5288013a29899fBe4,"[1, 3, 2, 4, 5, 6, 7, 8, 9]",1.000000000000000000000000000000
0x00c42F6C35C04Cb11063508aaE1B6d79dF013231,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",1.000000000000000000000000000000
0x00C4a4e6c0Be04a5523C4020F4dCDA6E85ecd7Eb,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",1.000000000000000000000000000000
0x00C55d6e3937f107284A6c247508B442E319ADac,"[1, 5, 9, 4, 3, 2, 8, 7, 6]",100.000000000000000000000000000000
0x00C6979AF051FfA1d86569fFa215736a1f318b61,"[1, 4, 8, 9, 5, 3, 7, 2, 6]",1.000000000000000000000000000000
0x00CB5192f92a29fA328dD3FD5E210ee1322166aC,"[5, 1, 6, 9, 4, 2, 3, 7, 8]",1.000000000000000000000000000000
0x00CBa58eEf7cB6d0Bb1798a799615A0767Aa0576,"[1, 9, 8, 7, 6, 5, 4, 3, 2]",1.000000000000000000000000000000
0x00cC8427d396632888C34F263B5D094fC572aD3C,"[1, 5, 9, 4, 3, 2, 8, 7, 6]",1.000000000000000000000000000000
0x00d0B8d3f34482ce90Ab28952aad5BfbaCef75d5,"[9, 2, 1, 6, 5, 7, 8, 4, 3]",1.000000000000000000000000000000
0x00D2432E6af76a8150A7609D7ff11DBe44de8e14,"[4, 9, 8, 7, 2, 6, 1, 5, 3]",100.000000000000000000000000000000
0x00d90d91aB612B5301Fe8B4744B0249Fd5110438,"[1, 4, 6, 8, 9, 3, 2, 5, 7]",1.000000000000000000000000000000
0x00dc7C3599aF448fC8303244d1F716716E6588D8,"[9, 1, 2, 4, 3, 8, 5, 7, 6]",1.000000000000000000000000000000
0x00dDF62dBc369A49D73Ea6BfdF1614dd2EB5e2C4,"[8, 6, 3, 5, 9, 2, 4, 7, 1]",1.000000000000000000000000000000
0x00dF99E12315Cac90f49527b07D753b7FE9fAcCd,"[1, 2, 3, 6, 4, 7, 5, 8, 9]",100.000000000000000000000000000000
0x00e27b3F640D022AbE0E17055f5f92F02064cC40,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",1.000000000000000000000000000000
0x00E318Daff6d97DD3DDaA1e74E781F257bAE89c6,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",1.000000000000000000000000000000
0x00E42Ed4f0815841aEF328f294c8FD6100Bf6bea,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",100.000000000000000000000000000000
0x00E9a75356E3790561134326315e584f7820cB41,"[9, 6, 7, 8, 4, 5, 3, 1, 2]",100.000000000000000000000000000000
0x00f3cC36AAC8eae8B994647F4737021AA46a6a4F,"[1, 9, 7, 5, 6, 8, 3, 2, 4]",1.000000000000000000000000000000
0x00f52794A769906a3376EA9ACdC4A244BC2A8C8E,"[2, 1, 3, 4, 5, 6, 8, 7, 9]",1.000000000000000000000000000000
0x00f73E259dB8be2116645D3aeF2B96213D9dfD71,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",1.000000000000000000000000000000
0x00f77Ea074591ceD31884cb2eCEf7d7abc99320a,"[1, 3, 6, 7, 8, 9, 2, 4, 5]",1.000000000000000000000000000000
0x00F79a1728c032641A36b20D279F5ec942d0ee9E,"[2, 8, 1, 5, 9, 6, 7, 4, 3]",100.000000000000000000000000000000
0x00F941726C274BFd9344470E60CCBA9F49CCE663,"[9, 8, 7, 6, 5, 4, 3, 2, 1]",1.000000000000000000000000000000
0x00Fc582Db7Eec7BB328A5F70c23fDc2420e44fA9,"[1, 2, 9, 7, 5, 3, 4, 6, 8]",100.000000000000000000000000000000
0x00fEaB9Fa8E0D6864A8aC5D8D27637B55648F09c,"[1, 2, 3, 4, 5, 6, 9, 7, 8]",1.000000000000000000000000000000
0x01000c359547a19ed22d4FCeD888511b3f904140,"[1, 2, 3, 4, 5, 6, 8, 9, 7]",1.000000000000000000000000000000
0x0100a6E67f6abC0c452395EeCa488c51b976B516,"[4, 9, 2, 6, 7, 5, 3, 1, 8]",100.000000000000000000000000000000
0x0103C3342eAbB9dE01193a09e7Ef14600795EC7D,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",100.000000000000000000000000000000
0x0104D476C19c6C3F9B5536F6aAf62Ac4beE9188b,"[5, 9, 1, 6, 4, 2, 3, 7, 8]",1.000000000000000000000000000000
0x010d02CCEBE0696Bcc04F569Bc86623B547c95dD,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",1.000000000000000000000000000000
0x010E3A3a9AAF3d8eE76B26d154F8C16c970f477E,"[4, 2, 1, 7, 9, 3, 5, 6, 8]",100.000000000000000000000000000000
0x0111Dcc6fc2dF10B1145FDCFEd2bCF1b1C00de91,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",100.000000000000000000000000000000
0x011A78DE66b905F0e624368aFBE8feB55789Fcf1,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",100.000000000000000000000000000000
0x01201E7F20882D059E00194Fa6d9b6ee95Cf50bE,"[1, 3, 5, 6, 9, 4, 8, 2, 7]",1.000000000000000000000000000000
0x0121aB155dAFC3FF69Fbb2e822EB497b073ca15c,"[3, 9, 6, 8, 7, 2, 4, 5, 1]",1.000000000000000000000000000000
0x012430f934BC381d9F59a28EA34363bCE170353D,"[5, 3, 4, 1, 8, 6, 2, 7, 9]",100.000000000000000000000000000000
0x0125E36E0515A84b7a4CaCb463829B8dd41bd314,"[1, 2, 3, 4, 5, 7, 6, 8, 9]",100.000000000000000000000000000000
0x0126431074fE69DdC32af5A443d6018468bbF7f7,"[9, 1, 2, 3, 4, 5, 6, 7, 8]",100.000000000000000000000000000000
0x0126C89ed46014a2B7D856e5145678005BEAC36E,"[7, 5, 1, 9, 6, 2, 4, 3, 8]",1.000000000000000000000000000000
0x01271A97BDd8D934438215670DE96fA829812d36,"[1, 2, 3, 4, 8, 6, 5, 7, 9]",1.000000000000000000000000000000
0x01272Cf9204577a9B78D14E6360f17F8F7cb7868,"[4, 9, 7, 3, 1, 5, 6, 2, 8]",100.000000000000000000000000000000
0x01291849cC904161603C1c60fF86658AD7eAdB8d,"[1, 4, 5, 2, 3, 6, 7, 8, 9]",1.000000000000000000000000000000
0x0129588c5346D5A2b636bd38E26d70f06893AE11,"[9, 5, 1, 8, 4, 7, 3, 2, 6]",1.000000000000000000000000000000
0x012Ba9cA5BfC90BBFAe93816cB12046160776165,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",1.000000000000000000000000000000
0x012DB66110d211E5Aa15171b15265384f22Fd1De,"[4, 5, 1, 2, 6, 7, 8, 3, 9]",101.000000000000000000000000000000
0x0138c0a6c4930A69487e796d03030E269C24d5F1,"[1, 3, 9, 7, 5, 4, 2, 6, 8]",100.000000000000000000000000000000
0x014169558ba0Ed96C399617C5646BDde3D66562E,"[6, 4, 2, 1, 3, 7, 5, 8, 9]",100.000000000000000000000000000000
0x014607F2d6477bADD9d74bF2c5D6356e29a9b957,"[1, 4, 2, 3, 5, 6, 8, 7, 9]",151.000000000000000000000000000000
0x014bdB4579E45e74b59117eef3E378bE2A2292f7,"[8, 9, 5, 6, 4, 2, 3, 1, 7]",1.000000000000000000000000000000
0x014ede16Df8Af46D387A16e1BD9e1a54A3AE106e,"[1, 3, 6, 4, 9, 5, 7, 8, 2]",1.000000000000000000000000000000
0x014FFCF34D8515535b99d6AEF654258c237168B6,"[2, 8, 7, 6, 4, 3, 9, 5, 1]",100.000000000000000000000000000000
0x0150D8b644DE46F7Aed599D5A7B6a3f6aa589c15,"[1, 5, 9, 4, 3, 2, 8, 7, 6]",1.000000000000000000000000000000
0x01514590d9A2de716937609944D05976A9e45c76,"[5, 9, 4, 2, 8, 1, 6, 7, 3]",1.000000000000000000000000000000
0x015465A26AEd535f882a390FfC12E8F2cC8EA8E2,"[4, 2, 1, 8, 5, 3, 9, 6, 7]",1.000000000000000000000000000000
0x015566197d36a8272e5d6AEDeDF075AE9eb041E2,"[1, 9, 2, 8, 3, 7, 4, 6, 5]",100.000000000000000000000000000000
0x015816212b45587F630A5a3254987225a39dDA86,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",1.000000000000000000000000000000
0x0159FbD16C11be98Fc641266C0Fc9484c478Db52,"[9, 8, 7, 6, 5, 4, 3, 2, 1]",1.000000000000000000000000000000
0x015a20c2839DA174EBaf18f28eFC2242414beDa9,"[1, 2, 5, 3, 6, 8, 9, 4, 7]",1.000000000000000000000000000000
0x015e4ecfb5d00268447f68Ba9aE4dcD0A7352a97,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",1.000000000000000000000000000000
0x015F4cF8f94aC0EF992829E3ee623A9D0A5FB278,"[1, 9, 8, 7, 6, 5, 4, 3, 2]",1.000000000000000000000000000000
0x016177d3A99078252e978516931A0e08316a3df5,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",1.000000000000000000000000000000
0x016726738f879d5143D508e197792e307Aa73aFB,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",1.000000000000000000000000000000
0x016C8397723Fa1C83711D1E96A1c348380b31Ea9,"[4, 8, 2, 7, 6, 5, 3, 9, 1]",1.000000000000000000000000000000
0x016D81c25f43D574860B880A81DBE2067cdD1bb6,"[1, 5, 3, 4, 2, 6, 7, 8, 9]",1.000000000000000000000000000000
0x0171b6277B2e6D44eB3B0357042b2757292eA359,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",1.000000000000000000000000000000
0x0172a2a6925376BB51322C42798CE5F6906Fd6F0,"[1, 3, 4, 7, 5, 2, 6, 8, 9]",1.000000000000000000000000000000
0x0179460fD62e486FCB849F5A8b857821B29f3741,"[9, 1, 2, 3, 4, 5, 6, 7, 8]",100.000000000000000000000000000000
0x017Ee92433a231B9a8d68258d650a7566c7011D6,"[4, 8, 9, 7, 1, 3, 5, 2, 6]",1.000000000000000000000000000000
0x0181258d625C0FF40511040D80269dBf51076FB5,"[9, 1, 4, 6, 5, 2, 8, 3, 7]",2.000000000000000000000000000000
0x018361ab87160C898CA7Bc3Ca6876c0A7596816e,"[1, 4, 5, 7, 8, 2, 3, 6, 9]",100.000000000000000000000000000000
0x0184184DCebddC6342887260a643B72947c2D7e3,"[1, 9, 5, 2, 3, 4, 6, 7, 8]",100.000000000000000000000000000000
0x01877f25bc4fF4700Dc8c220f59F67242d90D092,"[9, 1, 5, 2, 3, 4, 6, 7, 8]",1.000000000000000000000000000000
0x018b5477cf1abd1aa80c15b70284B6c692F75DD0,"[9, 8, 7, 1, 2, 3, 4, 5, 6]",1.000000000000000000000000000000
0x018d55F82C613E4976Fe9af821bf51a173a15323,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",100.000000000000000000000000000000
0x018E2339Fe910022dB81F0Df861ff792d406CF3d,"[8, 2, 3, 1, 4, 5, 6, 7, 9]",1.000000000000000000000000000000
0x019046B3DE936a977ecD32AE22A93ecB8Eac87B6,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",1.000000000000000000000000000000
0x0190fBdA3a92492C314d74219ED1d367Bee95C15,"[9, 7, 5, 3, 1, 2, 4, 6, 8]",100.000000000000000000000000000000
0x01985690D95d15aB17F26BBA1A466703EA4367B3,"[1, 4, 2, 3, 8, 9, 5, 6, 7]",100.000000000000000000000000000000
0x019b8Cf5Ebc5270FAA0b31e7FE4aC8929573192C,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",100.000000000000000000000000000000
0x019Cc50c541E1A290276DC7616FaB3Ed211fC091,"[8, 1, 5, 9, 4, 6, 7, 2, 3]",1.000000000000000000000000000000
0x019f57DC04291A1290d27c30349516edCef2A454,"[5, 6, 4, 3, 9, 8, 7, 2, 1]",1.000000000000000000000000000000
0x01a1d2750B2c7aad954698c1E9596F5CcaBdd265,"[5, 2, 9, 6, 7, 1, 3, 8, 4]",100.000000000000000000000000000000
0x01A24cB8d73080AcDC8205DddE127adfB41bf18F,"[5, 6, 1, 3, 9, 2, 4, 8, 7]",100.000000000000000000000000000000
0x01a2B6c749b778053bC81551E23675F0aEe641DC,"[5, 6, 7, 3, 1, 4, 2, 9, 8]",100.000000000000000000000000000000
0x01a7AD180c6d16adF9c29Ab4720B6A62531c2fE2,"[7, 4, 6, 5, 9, 3, 2, 1, 8]",2.000000000000000000000000000000
0x01a91Da4BeEA31a54dd974546DF89cE78218E1A5,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",1.000000000000000000000000000000
0x01b23f8cc7FBF107b0F39AA0Ba7C17eBAFb5D618,"[1, 4, 2, 3, 5, 6, 7, 8, 9]",1.000000000000000000000000000000
0x01B3D5aB3d85309C0F087fcA653026F42BFEb177,"[1, 2, 9, 4, 8, 5, 6, 7, 3]",1.000000000000000000000000000000
0x01b58b77D607DA2F0FbFcc8B9a2ff171E635f670,"[6, 5, 7, 9, 8, 4, 3, 2, 1]",1.000000000000000000000000000000
0x01b59f11559a21F6AfA54768fA50e95913193768,"[4, 2, 1, 7, 6, 3, 8, 5, 9]",1.000000000000000000000000000000
0x01b5d144Dfe043A23FdD914b51A8330aEe551554,"[1, 5, 7, 3, 4, 6, 2, 9, 8]",1.000000000000000000000000000000
0x01BAF144fB70D9B17CfCb35f5D73bbFDAd53F74e,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",2.000000000000000000000000000000
0x01bfe83d0A6ED45C00F95e1a0D5A3562Cd2DaC38,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",1.000000000000000000000000000000
0x01C176F5853cac279640371a6f3B6CD7859Bdf9A,"[3, 2, 1, 5, 6, 7, 4, 8, 9]",1.000000000000000000000000000000
0x01cdB61a7Cab7a030BE7e22D6B6F10741375446f,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",1.000000000000000000000000000000
0x01d002365C0eEA76c16Df227386Ed356E803D272,"[9, 1, 4, 6, 2, 3, 5, 7, 8]",1.000000000000000000000000000000
0x01d79BcEaEaaDfb8fD2F2f53005289CFcF483464,"[5, 6, 7, 4, 1, 2, 3, 8, 9]",200.000000000000000000000000000000
0x01DDB26F7C215eD317B83cF0c0023DB7BD36117a,"[1, 5, 2, 3, 9, 7, 4, 6, 8]",100.000000000000000000000000000000
0x01de494230b03989f9A2d8956FdFe5486D712eBF,"[1, 2, 9, 3, 4, 5, 6, 7, 8]",100.000000000000000000000000000000
0x01DEcb1E404381D25b1F552EdD69232fAaC8625d,"[5, 4, 6, 3, 8, 7, 9, 2, 1]",1.000000000000000000000000000000
0x01e0C54ca4f930c17ed3820A41FDefe36041267F,"[5, 9, 3, 6, 7, 4, 1, 8, 2]",1.000000000000000000000000000000
0x01e9e80c709b9F4d9c2a003b3A1886513734d3B4,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",1.000000000000000000000000000000
0x01eB09644fA7893B5c6cD50F01f9a7Feee00F503,"[2, 3, 4, 7, 5, 6, 8, 1, 9]",1.000000000000000000000000000000
0x01eb13FFf64d7949906264443eAced70eFAB53de,"[1, 3, 2, 6, 4, 5, 8, 9, 7]",1.000000000000000000000000000000
0x01EC4a63E8Bd579e1A2CEa4763Cf3a5da5e48e8b,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",100.000000000000000000000000000000
0x01ecFa95fA86D9e94eAcb42CC0F892d43e191Caf,"[4, 6, 1, 7, 8, 2, 9, 5, 3]",100.000000000000000000000000000000
0x01Ee8cAE05BA3DcdFEdd055fCC8f15212B256498,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",1.000000000000000000000000000000
0x01F3569E2E8EA4F50dAC5F7E9F2D8ba5CF9B3B74,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",1.000000000000000000000000000000
0x01F467F381462143CE28BC45d1eA7a728b464dbd,"[1, 4, 5, 3, 6, 9, 7, 2, 8]",1.000000000000000000000000000000
0x01F92621aDDBD8B688FE6539F6a69a0F892502eC,"[2, 4, 1, 5, 7, 8, 9, 6, 3]",100.000000000000000000000000000000
0x01fA49044e1a55Aab1Bb8632488EbCBc13d5f7f0,"[4, 2, 1, 3, 6, 7, 8, 9, 5]",1.000000000000000000000000000000
0x01FBbD8FFa17cB939532B1047EE2BB5AFE31EeB2,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",1.000000000000000000000000000000
0x01Fc5b17a9D82Afd1715ffA912d2e329a4CdE746,"[1, 3, 5, 8, 7, 4, 6, 2, 9]",1.000000000000000000000000000000
0x01fccFD3D74f8DA2Ff238d7a9393801E32f9504A,"[5, 1, 9, 4, 6, 2, 3, 7, 8]",1.000000000000000000000000000000
0x01FF05679b6D75A7baFa719bb1C5dEaC3B3Bc745,"[1, 9, 5, 4, 2, 3, 6, 7, 8]",1.000000000000000000000000000000
0x0200A89b3286682Bec6134D8E2e1fA5c830c7C21,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",1.000000000000000000000000000000
0x02043fb4d864DD8aAa2f6feF2eA21D60F75842e9,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",1.000000000000000000000000000000
0x020504032a2A42887d5bc42230766878f8bf321c,"[4, 2, 5, 7, 9, 1, 3, 8, 6]",1.000000000000000000000000000000
0x020B9D008D08b939bBF0370b4bf5F7Ef54771623,"[6, 7, 5, 8, 2, 4, 1, 9, 3]",1.000000000000000000000000000000
0x020F764DE7C24aD05a8ed1314928e1E9F5f39111,"[5, 1, 2, 9, 7, 8, 4, 3, 6]",1.000000000000000000000000000000
0x02133B03DF0E98BB79240C28D5Bc9316B212EFBc,"[1, 9, 4, 2, 3, 5, 6, 7, 8]",1.000000000000000000000000000000
0x021699aaf005DABD166bF803C65Fc90529fcfF4a,"[1, 4, 5, 6, 7, 2, 8, 9, 3]",1.000000000000000000000000000000
